0.00, -0.697778,-0.683822,-0.669867,-0.655911,-0.641956,-0.628,-0.614045,-0.600089,-0.586133,-0.572178,-0.558222,-0.544267,-0.530311,-0.516356,-0.5024,-0.488445,-0.474489,-0.460534,-0.446578,-0.432622,-0.418667,-0.404711,-0.390756,-0.3768,-0.362845,-0.348889,-0.334934,-0.320978,-0.307022,-0.293067,-0.279111,-0.265156,-0.2512,-0.237245,-0.223289,-0.209333,-0.195378,-0.181422,-0.167467,-0.153511,-0.139556,-0.1256,-0.111645,-0.0976891,-0.0837335,-0.069778,-0.0558224,-0.0418669,-0.0279113,-0.0139558,-2.03028e-007,0.0139554,0.0279109,0.0418665,0.055822,0.0697776,0.0837331,0.0976887,0.111644,0.1256,0.139555,0.153511,0.167466,0.181422,0.195378,0.209333,0.223289,0.237244,0.2512,0.265155,0.279111,0.293066,0.307022,0.320978,0.334933,0.348889,0.362844,0.3768,0.390755,0.404711,0.418666,0.432622,0.446578,0.460533,0.474489,0.488444,0.5024,0.516355,0.530311,0.544266,0.558222,0.572178,0.586133,0.600089,0.614044,0.628,0.641955,0.655911,0.669866,0.683822,
-3, -496.156,-490.873,-485.49,-480.004,-474.412,-468.712,-462.899,-456.971,-455.454,-457.451,-459.436,-461.408,-463.366,-465.312,-467.245,-469.166,-471.074,-472.97,-474.854,-476.726,-478.585,-480.433,-482.27,-484.094,-485.907,-487.709,-489.499,-491.278,-493.046,-494.803,-496.55,-498.285,-500.01,-501.724,-503.428,-505.121,-506.804,-508.477,-510.14,-511.792,-513.435,-515.068,-516.691,-518.305,-519.909,-521.503,-523.089,-524.664,-526.231,-527.788,-529.337,-524.638,-515.189,-505.685,-496.124,-486.508,-476.834,-467.103,-457.314,-447.466,-437.56,-427.594,-417.568,-407.482,-397.334,-387.125,-376.854,-366.519,-356.122,-345.66,-335.134,-324.543,-313.885,-303.162,-292.371,-281.513,-270.587,-259.592,-248.527,-237.392,-226.186,-214.908,-203.558,-192.135,-180.639,-169.068,-157.422,-145.7,-133.902,-122.026,-110.072,-98.0396,-85.9272,-73.7345,-69.1111,-70.0035,-70.8786,-71.7368,-72.5786,-73.4045,
-2.94, -496.109,-490.825,-485.441,-479.954,-474.362,-468.66,-462.847,-456.918,-455.469,-457.467,-459.452,-461.423,-463.382,-465.327,-467.261,-469.181,-471.089,-472.985,-474.869,-476.741,-478.6,-480.448,-482.284,-484.109,-485.922,-487.723,-489.513,-491.293,-493.061,-494.818,-496.564,-498.299,-500.024,-501.738,-503.442,-505.135,-506.818,-508.491,-510.153,-511.806,-513.449,-515.082,-516.705,-518.319,-519.922,-521.517,-523.102,-524.678,-526.244,-527.802,-529.35,-524.557,-515.108,-505.603,-496.042,-486.424,-476.75,-467.018,-457.229,-447.381,-437.474,-427.508,-417.481,-407.394,-397.246,-387.036,-376.764,-366.43,-356.031,-345.569,-335.042,-324.45,-313.793,-303.069,-292.277,-281.419,-270.492,-259.496,-248.43,-237.295,-226.088,-214.81,-203.459,-192.036,-180.539,-168.967,-157.321,-145.598,-133.799,-121.923,-109.968,-97.9351,-85.822,-73.6286,-69.1183,-70.0105,-70.8854,-71.7435,-72.5852,-73.411,
-2.88, -496.062,-490.778,-485.393,-479.905,-474.312,-468.609,-462.795,-456.865,-455.485,-457.482,-459.467,-461.438,-463.397,-465.343,-467.276,-469.196,-471.104,-473,-474.884,-476.755,-478.615,-480.463,-482.299,-484.123,-485.936,-487.738,-489.528,-491.307,-493.075,-494.832,-496.578,-498.313,-500.038,-501.752,-503.456,-505.149,-506.832,-508.505,-510.167,-511.82,-513.463,-515.095,-516.719,-518.332,-519.936,-521.53,-523.115,-524.691,-526.258,-527.815,-529.363,-524.476,-515.026,-505.52,-495.959,-486.341,-476.666,-466.934,-457.144,-447.296,-437.388,-427.421,-417.394,-407.307,-397.158,-386.948,-376.675,-366.34,-355.941,-345.478,-334.951,-324.358,-313.7,-302.975,-292.184,-281.324,-270.397,-259.4,-248.334,-237.198,-225.99,-214.712,-203.36,-191.936,-180.439,-168.867,-157.219,-145.496,-133.697,-121.82,-109.865,-97.8305,-85.7169,-73.5228,-69.1255,-70.0176,-70.8923,-71.7502,-72.5917,-73.4174,
-2.82, -496.015,-490.73,-485.344,-479.856,-474.261,-468.558,-462.743,-456.812,-455.5,-457.498,-459.482,-461.454,-463.412,-465.358,-467.291,-469.211,-471.119,-473.015,-474.899,-476.77,-478.63,-480.477,-482.313,-484.138,-485.951,-487.752,-489.542,-491.321,-493.089,-494.846,-496.592,-498.327,-500.052,-501.766,-503.47,-505.163,-506.846,-508.518,-510.181,-511.834,-513.476,-515.109,-516.732,-518.346,-519.949,-521.544,-523.129,-524.705,-526.271,-527.828,-529.377,-524.395,-514.945,-505.438,-495.876,-486.258,-476.583,-466.85,-457.059,-447.21,-437.302,-427.335,-417.307,-407.219,-397.07,-386.859,-376.586,-366.25,-355.85,-345.387,-334.859,-324.266,-313.607,-302.882,-292.09,-281.23,-270.302,-259.304,-248.238,-237.101,-225.893,-214.613,-203.262,-191.837,-180.339,-168.766,-157.118,-145.394,-133.594,-121.716,-109.761,-97.726,-85.6118,-73.417,-69.1327,-70.0246,-70.8992,-71.7569,-72.5983,-73.4238,
-2.76, -495.969,-490.682,-485.296,-479.806,-474.211,-468.507,-462.691,-456.759,-455.516,-457.514,-459.498,-461.469,-463.428,-465.373,-467.306,-469.226,-471.134,-473.03,-474.914,-476.785,-478.644,-480.492,-482.328,-484.152,-485.965,-487.766,-489.557,-491.335,-493.103,-494.86,-496.606,-498.341,-500.066,-501.78,-503.484,-505.177,-506.859,-508.532,-510.195,-511.847,-513.49,-515.123,-516.746,-518.359,-519.963,-521.557,-523.142,-524.718,-526.284,-527.842,-529.39,-524.314,-514.863,-505.356,-495.794,-486.175,-476.499,-466.766,-456.975,-447.125,-437.216,-427.248,-417.22,-407.132,-396.982,-386.77,-376.497,-366.16,-355.76,-345.296,-334.768,-324.174,-313.514,-302.789,-291.996,-281.135,-270.206,-259.209,-248.141,-237.004,-225.795,-214.515,-203.163,-191.738,-180.239,-168.665,-157.017,-145.292,-133.491,-121.613,-109.657,-97.6216,-85.5066,-73.3112,-69.1399,-70.0317,-70.9061,-71.7637,-72.6049,-73.4303,
-2.7, -495.922,-490.635,-485.247,-479.757,-474.161,-468.456,-462.638,-456.706,-455.532,-457.529,-459.513,-461.485,-463.443,-465.388,-467.321,-469.242,-471.149,-473.045,-474.928,-476.8,-478.659,-480.507,-482.343,-484.167,-485.98,-487.781,-489.571,-491.35,-493.118,-494.874,-496.62,-498.356,-500.08,-501.794,-503.497,-505.191,-506.873,-508.546,-510.208,-511.861,-513.504,-515.136,-516.759,-518.373,-519.977,-521.571,-523.156,-524.731,-526.298,-527.855,-529.403,-524.233,-514.781,-505.274,-495.711,-486.092,-476.415,-466.681,-456.89,-447.04,-437.13,-427.162,-417.133,-407.044,-396.894,-386.682,-376.407,-366.07,-355.67,-345.205,-334.676,-324.082,-313.422,-302.695,-291.902,-281.041,-270.111,-259.113,-248.045,-236.907,-225.698,-214.417,-203.064,-191.638,-180.139,-168.565,-156.916,-145.191,-133.389,-121.51,-109.553,-97.5171,-85.4015,-73.2054,-69.1471,-70.0387,-70.913,-71.7704,-72.6115,-73.4367,
-2.64, -495.875,-490.587,-485.199,-479.708,-474.111,-468.405,-462.586,-456.653,-455.548,-457.545,-459.529,-461.5,-463.458,-465.404,-467.337,-469.257,-471.165,-473.06,-474.943,-476.815,-478.674,-480.522,-482.357,-484.182,-485.994,-487.795,-489.585,-491.364,-493.132,-494.889,-496.635,-498.37,-500.094,-501.808,-503.512,-505.204,-506.887,-508.56,-510.222,-511.875,-513.517,-515.15,-516.773,-518.386,-519.99,-521.584,-523.169,-524.745,-526.311,-527.868,-529.416,-524.152,-514.7,-505.192,-495.628,-486.008,-476.332,-466.597,-456.805,-446.954,-437.045,-427.075,-417.046,-406.956,-396.805,-386.593,-376.318,-365.98,-355.579,-345.114,-334.585,-323.99,-313.329,-302.602,-291.808,-280.946,-270.016,-259.017,-247.949,-236.81,-225.6,-214.319,-202.965,-191.539,-180.039,-168.464,-156.814,-145.089,-133.286,-121.407,-109.449,-97.4126,-85.2963,-73.0996,-69.1544,-70.0458,-70.9199,-71.7772,-72.6182,-73.4432,
-2.58, -495.828,-490.539,-485.15,-479.658,-474.06,-468.354,-462.534,-456.6,-455.563,-457.561,-459.545,-461.516,-463.474,-465.419,-467.352,-469.272,-471.18,-473.075,-474.958,-476.83,-478.689,-480.536,-482.372,-484.196,-486.009,-487.81,-489.6,-491.379,-493.146,-494.903,-496.649,-498.384,-500.108,-501.822,-503.525,-505.218,-506.901,-508.574,-510.236,-511.888,-513.531,-515.164,-516.787,-518.4,-520.004,-521.598,-523.183,-524.758,-526.324,-527.882,-529.43,-524.071,-514.618,-505.11,-495.546,-485.925,-476.248,-466.513,-456.72,-446.869,-436.959,-426.989,-416.959,-406.869,-396.717,-386.504,-376.229,-365.891,-355.489,-345.023,-334.493,-323.898,-313.236,-302.509,-291.714,-280.852,-269.921,-258.922,-247.853,-236.713,-225.503,-214.221,-202.867,-191.44,-179.939,-168.363,-156.713,-144.987,-133.184,-121.304,-109.345,-97.3081,-85.1912,-72.9939,-69.1616,-70.0529,-70.9268,-71.784,-72.6248,-73.4497,
-2.52, -495.781,-490.492,-485.102,-479.609,-474.01,-468.302,-462.482,-456.547,-455.579,-457.576,-459.56,-461.531,-463.489,-465.435,-467.367,-469.287,-471.195,-473.09,-474.973,-476.845,-478.704,-480.551,-482.387,-484.211,-486.023,-487.824,-489.614,-491.393,-493.161,-494.917,-496.663,-498.398,-500.122,-501.836,-503.54,-505.232,-506.915,-508.588,-510.25,-511.902,-513.545,-515.177,-516.8,-518.413,-520.017,-521.611,-523.196,-524.771,-526.338,-527.895,-529.443,-523.99,-514.536,-505.028,-495.463,-485.842,-476.164,-466.429,-456.635,-446.784,-436.873,-426.903,-416.872,-406.781,-396.629,-386.416,-376.14,-365.801,-355.398,-344.932,-334.401,-323.805,-313.144,-302.415,-291.62,-280.757,-269.826,-258.826,-247.756,-236.616,-225.405,-214.123,-202.768,-191.34,-179.839,-168.263,-156.612,-144.885,-133.081,-121.201,-109.242,-97.2037,-85.0861,-72.8881,-69.1689,-70.06,-70.9338,-71.7908,-72.6314,-73.4562,
